,Name,Platform,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Game_Age
314,NBA 2K16,PS4,Sports,Take-Two Interactive,3.88,87.0,51.0,6.7,364.0,Visual Concepts,E10+,1.0
315,Tekken 5,PS2,Fighting,Namco Bandai Games,3.87,88.0,62.0,8.6,229.0,Namco,T,11.0
317,MotorStorm,PS3,Racing,Sony Computer Entertainment,3.87,84.0,9.0,7.4,220.0,Evolution Studios,T,10.0
319,World Soccer Winning Eleven 8 International,PS2,Sports,Konami Digital Entertainment,3.85,91.0,26.0,9.1,38.0,KCET,E,12.0
320,Sports Champions,PS3,Sports,Sony Computer Entertainment,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+,6.0
323,Call of Duty: Ghosts,PS4,Shooter,Activision,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,M,3.0
324,Flash Focus: Vision Training in Minutes a Day,DS,Misc,Nintendo,3.83,59.0,22.0,4,4.0,"Nintendo, Namco Bandai Games",E,9.0
325,Tom Clancy's The Division,PS4,Shooter,Ubisoft,3.8,80.0,64.0,7,2219.0,Massive Entertainment,M,0.0
326,Big Brain Academy: Wii Degree,Wii,Misc,Nintendo,3.79,68.0,33.0,6.9,39.0,Nintendo,E,9.0
329,LEGO Indiana Jones: The Original Adventures,X360,Action,Activision,3.76,77.0,60.0,7.5,66.0,Traveller's Tales,E10+,8.0
330,The Sims: Unleashed,PC,Simulation,Electronic Arts,3.76,79.0,21.0,8,29.0,Maxis,T,14.0
332,Harry Potter and the Sorcerer's Stone,PS,Action,Electronic Arts,3.73,64.0,11.0,7.5,41.0,Argonaut Games,E,15.0
335,Super Paper Mario,Wii,Platform,Nintendo,3.71,85.0,56.0,7.9,417.0,Intelligent Systems,E,9.0
336,Spyro: Year of the Dragon,PS,Platform,Sony Computer Entertainment,3.71,91.0,15.0,8.8,207.0,Insomniac Games,E,16.0
337,Assassin's Creed IV: Black Flag,PS3,Action,Ubisoft,3.71,88.0,36.0,8.1,840.0,Ubisoft,M,3.0
338,FIFA Soccer 2005,PS2,Sports,Electronic Arts,3.7,81.0,27.0,7.6,56.0,EA Canada,E,12.0
341,Tony Hawk's Pro Skater 4,PS2,Sports,Activision,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,T,14.0
343,MySims,DS,Simulation,Electronic Arts,3.66,67.0,15.0,7.3,13.0,TOSE,E,9.0
344,Midnight Club 3: DUB Edition,PSP,Racing,Take-Two Interactive,3.65,74.0,34.0,8.4,31.0,Rockstar Leeds,E10+,11.0
346,SOCOM: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,3.65,82.0,42.0,7.9,82.0,Zipper Interactive,M,14.0
347,Jak and Daxter: The Precursor Legacy,PS2,Platform,Sony Computer Entertainment,3.64,90.0,35.0,8.7,312.0,Naughty Dog,E,15.0
349,Pro Evolution Soccer 2008,PS2,Sports,Konami Digital Entertainment,3.63,82.0,10.0,7.9,38.0,Konami,E,9.0
350,Resident Evil 4,PS2,Action,Capcom,3.62,96.0,38.0,8.9,1013.0,Capcom,M,11.0
351,Guitar Hero: World Tour,Wii,Misc,Activision,3.62,86.0,18.0,7.6,71.0,Vicarious Visions,T,8.0
352,FIFA Soccer 10,PS3,Sports,Electronic Arts,3.62,91.0,56.0,7.6,203.0,EA Sports,E,7.0
353,Star Wars: Battlefront,PS2,Shooter,LucasArts,3.61,82.0,36.0,8.7,142.0,Pandemic Studios,T,12.0
355,The Simpsons: Road Rage,PS2,Racing,Electronic Arts,3.61,64.0,23.0,7.7,32.0,Fox Interactive,T,15.0
356,Luigi's Mansion,GC,Action,Nintendo,3.6,78.0,34.0,8.5,161.0,Nintendo,E,15.0
357,Battlefield 4,PS4,Shooter,Electronic Arts,3.59,85.0,18.0,6.9,1580.0,EA DICE,M,3.0
358,Star Wars: Battlefront II,PS2,Shooter,LucasArts,3.59,84.0,30.0,9,268.0,Pandemic Studios,T,11.0
360,Cooking Mama 2: Dinner With Friends,DS,Simulation,505 Games,3.58,70.0,39.0,8,9.0,Office Create,E,9.0
363,Grand Theft Auto: Liberty City Stories,PS2,Action,Take-Two Interactive,3.54,78.0,49.0,7.8,112.0,Rockstar Leeds,M,10.0
364,The Getaway,PS2,Action,Sony Computer Entertainment,3.54,72.0,49.0,6.8,88.0,Team Soho,M,14.0
366,James Bond 007: Agent Under Fire,PS2,Shooter,Electronic Arts,3.53,72.0,27.0,7.9,48.0,EA Redwood Shores,T,15.0
369,FIFA Soccer 11,X360,Sports,Electronic Arts,3.52,88.0,66.0,7.5,155.0,EA Sports,E,6.0
371,Left 4 Dead,X360,Shooter,Electronic Arts,3.51,89.0,67.0,7.9,1309.0,Certain Affinity,M,8.0
373,Assassin's Creed: Unity,XOne,Action,Ubisoft,3.5,72.0,59.0,4.1,1005.0,"Ubisoft, Ubisoft Montreal",M,2.0
375,Resident Evil 5,X360,Action,Capcom,3.5,83.0,91.0,7.5,523.0,Capcom,M,7.0
376,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,3.49,89.0,81.0,8.3,693.0,Ubisoft Montreal,M,6.0
378,Battlefield 4,PS3,Shooter,Electronic Arts,3.49,80.0,14.0,5.8,579.0,EA DICE,M,3.0
379,Batman: Arkham Asylum,X360,Action,Eidos Interactive,3.48,92.0,78.0,8.7,1080.0,Rocksteady Studios,T,7.0
380,Battlefield 4,X360,Shooter,Electronic Arts,3.48,79.0,21.0,5.6,542.0,EA DICE,M,3.0
381,Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,3.47,88.0,75.0,8.6,869.0,EA DICE,M,6.0
383,Guitar Hero: On Tour,DS,Misc,Activision,3.46,71.0,70.0,8.8,29.0,Vicarious Visions,E10+,8.0
384,Clubhouse Games,DS,Misc,Nintendo,3.45,83.0,30.0,8.4,28.0,Agenda,E,10.0
386,Borderlands,X360,Shooter,Take-Two Interactive,3.44,84.0,83.0,8.2,715.0,Gearbox Software,M,7.0
387,Tekken 4,PS2,Fighting,Namco Bandai Games,3.44,79.0,23.0,8.3,126.0,Namco,T,14.0
389,Grand Theft Auto 2,PS,Action,Take-Two Interactive,3.42,70.0,15.0,8,67.0,DMA Design,T,18.0
390,Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,3.41,93.0,86.0,8.2,3943.0,"Kojima Productions, Moby Dick Studio",M,1.0
391,Spider-Man 2,PS2,Action,Activision,3.41,80.0,50.0,8.9,106.0,Treyarch,T,12.0
393,FIFA Soccer 2003,PS2,Sports,Electronic Arts,3.4,88.0,15.0,6.7,35.0,EA Canada,E,14.0
394,LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,3.39,91.0,86.0,8.4,657.0,Media Molecule,E,5.0
395,Crash Bash,PS,Misc,Sony Computer Entertainment,3.39,68.0,12.0,8.2,99.0,Eurocom Entertainment Software,E,16.0
396,Assassin's Creed Syndicate,PS4,Action,Ubisoft,3.39,76.0,86.0,6.8,1319.0,Ubisoft Quebec,M,1.0
397,LEGO Batman: The Videogame,X360,Action,Warner Bros. Interactive Entertainment,3.38,76.0,49.0,7.9,75.0,Traveller's Tales,E10+,8.0
398,Destiny,XOne,Shooter,Activision,3.37,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",T,2.0
401,Far Cry 3,PS3,Shooter,Ubisoft,3.35,90.0,32.0,8.5,1041.0,Ubisoft Montreal,M,4.0
404,James Bond 007: Nightfire,PS2,Shooter,Electronic Arts,3.33,77.0,20.0,8.5,66.0,Eurocom Entertainment Software,T,14.0
407,Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,3.32,60.0,34.0,7.2,82.0,Double Helix Games,T,11.0
408,The Legend of Zelda: Spirit Tracks,DS,Action,Nintendo,3.31,87.0,75.0,7.8,228.0,Nintendo,E10+,7.0
409,Max Payne,PS2,Shooter,Take-Two Interactive,3.31,80.0,21.0,8.5,86.0,Rockstar Toronto,M,15.0
410,Assassin's Creed IV: Black Flag,X360,Action,Ubisoft,3.3,86.0,35.0,7.9,701.0,Ubisoft,M,3.0
411,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,3.28,85.0,31.0,8.7,105.0,EA Games,T,13.0
413,Gears of War: Ultimate Edition,XOne,Shooter,Microsoft Game Studios,3.28,82.0,74.0,7.5,563.0,"Splash Damage, The Coalition",M,1.0
414,True Crime: Streets of LA,PS2,Action,Activision,3.27,77.0,39.0,8,94.0,"Luxoflux, Inc.",M,13.0
415,Professor Layton and the Unwound Future,DS,Puzzle,Nintendo,3.26,86.0,62.0,9.2,111.0,Level 5,E10+,8.0
417,FIFA 16,XOne,Sports,Electronic Arts,3.25,84.0,45.0,4.4,459.0,EA Sports,E,1.0
418,Wii Music,Wii,Misc,Nintendo,3.25,63.0,43.0,4.6,116.0,Nintendo,E,8.0
420,Madden NFL 16,PS4,Sports,Electronic Arts,3.24,83.0,37.0,5.9,180.0,EA Sports,E,1.0
421,Gran Turismo 6,PS3,Racing,Sony Computer Entertainment,3.23,81.0,81.0,7.7,758.0,Polyphony Digital,E,3.0
422,Halo: The Master Chief Collection,XOne,Shooter,Microsoft Game Studios,3.23,85.0,69.0,7.2,1267.0,343 Industries,M,2.0
424,Super Mario Maker,WiiU,Platform,Nintendo,3.21,88.0,85.0,8.7,691.0,Nintendo,E,1.0
429,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,3.18,91.0,79.0,8.6,565.0,Ready at Dawn,M,8.0
430,Enter the Matrix,PS2,Action,Atari,3.18,62.0,30.0,8.1,137.0,Shiny Entertainment,T,13.0
431,Crisis Core: Final Fantasy VII,PSP,Role-Playing,Square Enix,3.18,83.0,67.0,8,463.0,Square Enix,T,9.0
432,Dance Central,X360,Misc,MTV Games,3.17,82.0,63.0,7.6,85.0,Harmonix Music Systems,T,6.0
433,L.A. Noire,PS3,Adventure,Take-Two Interactive,3.17,89.0,78.0,7.7,1010.0,Team Bondi,M,5.0
434,Ace Combat 04: Shattered Skies,PS2,Simulation,Sony Computer Entertainment Europe,3.17,89.0,22.0,9.1,95.0,Namco,E,15.0
435,Animal Crossing,GC,Simulation,Nintendo,3.15,87.0,42.0,8.9,137.0,Nintendo,E,15.0
436,FIFA Soccer 08,PS2,Sports,Electronic Arts,3.14,83.0,12.0,6.5,36.0,EA Canada,E,9.0
438,Spider-Man,PS,Action,Activision,3.13,87.0,19.0,9,107.0,Neversoft Entertainment,E,16.0
439,Mario Party 9,Wii,Misc,Nintendo,3.13,73.0,45.0,6.8,155.0,Nd Cube,E,4.0
442,Sonic Rush,DS,Platform,Sega,3.12,82.0,43.0,8.5,101.0,"Dimps Corporation, Sonic Team",E,11.0
444,Rhythm Heaven,DS,Misc,Nintendo,3.11,83.0,48.0,9,63.0,Nintendo,E,8.0
445,Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,3.11,82.0,57.0,7.8,492.0,Obsidian Entertainment,M,6.0
446,Personal Trainer: Cooking,DS,Misc,Nintendo,3.11,81.0,12.0,7.8,10.0,Indies Zero,E,10.0
447,The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Ubisoft,3.1,93.0,45.0,8,604.0,4J Studios,M,9.0
448,The Legend of Zelda: A Link Between Worlds,3DS,Action,Nintendo,3.1,91.0,81.0,8.9,1057.0,Nintendo,E,3.0
449,Resident Evil 6,PS3,Shooter,Capcom,3.1,74.0,34.0,5.4,1304.0,Capcom,M,4.0
450,Mass Effect 2,X360,Role-Playing,Electronic Arts,3.1,96.0,98.0,8.9,3143.0,BioWare,M,6.0
451,Dragon Ball Z: Budokai,PS2,Fighting,Atari,3.09,67.0,28.0,7.9,71.0,Dimps Corporation,T,14.0
452,Madden NFL 2002,PS2,Sports,Electronic Arts,3.08,94.0,23.0,7.9,46.0,EA Sports,E,15.0
455,The Sims: Vacation,PC,Simulation,Electronic Arts,3.07,75.0,18.0,7.8,22.0,Maxis,T,14.0
457,Animal Crossing: Happy Home Designer,3DS,Simulation,Nintendo,3.05,66.0,60.0,6.9,106.0,Nintendo,E,1.0
458,The Sims 4,PC,Simulation,Electronic Arts,3.05,70.0,74.0,3.9,2057.0,Maxis,T,2.0
459,Borderlands 2,X360,Shooter,Take-Two Interactive,3.05,89.0,59.0,8.2,892.0,Gearbox Software,M,4.0
460,LEGO Batman: The Videogame,DS,Action,Warner Bros. Interactive Entertainment,3.05,72.0,16.0,8,16.0,TT Fusion,E10+,8.0
461,Kung Fu Panda,X360,Action,Activision,3.04,75.0,42.0,7.4,32.0,"Luxoflux, Inc.",E10+,8.0
462,Mass Effect 3,X360,Role-Playing,Electronic Arts,3.04,93.0,74.0,5.8,3725.0,BioWare,M,4.0
463,Heavy Rain,PS3,Adventure,Sony Computer Entertainment,3.03,87.0,107.0,7.7,2759.0,Quantic Dream,M,6.0
465,Saints Row 2,X360,Action,THQ,3.03,81.0,75.0,8.1,307.0,Volition Inc.,M,8.0
466,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,3.02,93.0,46.0,8.5,121.0,Ubisoft Montreal,T,14.0
469,FIFA 14,PS4,Sports,Electronic Arts,3.01,87.0,26.0,6.3,616.0,EA Canada,E,3.0
470,Killzone 2,PS3,Shooter,Sony Computer Entertainment,3.01,91.0,94.0,8.1,1505.0,Guerrilla,M,7.0
471,Far Cry 3,X360,Shooter,Ubisoft,3.0,91.0,39.0,8.6,1247.0,Ubisoft Montreal,M,4.0
472,Epic Mickey,Wii,Platform,Disney Interactive Studios,3.0,73.0,78.0,7,131.0,Junction Point,E,6.0
473,NBA 2K13,X360,Sports,Take-Two Interactive,3.0,88.0,41.0,7.2,131.0,Visual Concepts,E,4.0
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Fighting,Atari,3.0,73.0,24.0,9.2,173.0,"Spike, Namco Bandai Games",T,9.0
477,The Sims: Livin Large,PC,Misc,Electronic Arts,2.99,82.0,23.0,6.6,20.0,Maxis,T,16.0
478,World Soccer Winning Eleven 6 International,PS2,Sports,Konami Digital Entertainment,2.99,93.0,24.0,9.1,65.0,KCET,E,14.0
479,Devil May Cry,PS2,Action,Capcom,2.99,94.0,37.0,8.5,466.0,Capcom,M,15.0
480,Star Wars: The Old Republic,PC,Role-Playing,Electronic Arts,2.96,85.0,73.0,5.9,2748.0,"LucasArts, BioWare",T,5.0
481,Middle-Earth: Shadow of Mordor,PS4,Action,Warner Bros. Interactive Entertainment,2.96,84.0,85.0,8.1,1886.0,Monolith Productions,M,2.0
482,Sonic Heroes,PS2,Platform,Sega,2.96,64.0,29.0,7.8,94.0,Sonic Team,E,13.0
483,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,2.96,85.0,19.0,7.8,78.0,Io Interactive,M,14.0
484,Titanfall,XOne,Shooter,Electronic Arts,2.95,86.0,68.0,6.4,2658.0,Respawn Entertainment,M,2.0
485,Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,2.95,88.0,59.0,8.5,572.0,EA DICE,M,6.0
487,SOCOM II: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,2.94,87.0,42.0,9,93.0,Zipper Interactive,M,13.0
489,Pac-Man Collection,GBA,Puzzle,Atari,2.94,79.0,13.0,7.8,4.0,Mass Media,E,15.0
490,Street Fighter IV,X360,Fighting,Capcom,2.94,93.0,77.0,7.3,292.0,Capcom,T,7.0
491,inFAMOUS,PS3,Action,Sony Computer Entertainment,2.93,85.0,98.0,8.3,1172.0,Sucker Punch,T,7.0
492,Kirby Super Star Ultra,DS,Platform,Nintendo,2.92,76.0,40.0,8.8,76.0,HAL Labs,E,8.0
493,Call of Duty: Ghosts,XOne,Shooter,Activision,2.92,78.0,7.0,4.3,700.0,Infinity Ward,M,3.0
496,Mass Effect,X360,Role-Playing,Microsoft Game Studios,2.91,91.0,74.0,8.7,1692.0,BioWare,M,9.0
497,Sonic Mega Collection Plus,PS2,Misc,Sega,2.9,73.0,21.0,8.6,30.0,Sonic Team,E,12.0
498,World Soccer Winning Eleven 7 International,PS2,Sports,Konami Digital Entertainment,2.9,93.0,28.0,9,45.0,KCET,E,13.0
499,Sega Superstars Tennis,X360,Sports,Sega,2.89,67.0,45.0,6.8,18.0,Sumo Digital,E10+,8.0
500,Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,2.89,85.0,30.0,8.9,16.0,Clap Hanz,E,15.0
501,Cooking Mama: Cook Off,Wii,Simulation,505 Games,2.89,61.0,37.0,5.3,23.0,OfficeCreate,E,9.0
502,Call of Duty: Finest Hour,PS2,Shooter,Activision,2.89,76.0,49.0,7.7,69.0,Spark Unlimited,T,12.0
503,WarioWare: Smooth Moves,Wii,Puzzle,Nintendo,2.89,83.0,61.0,7.4,179.0,Intelligent Systems,E10+,10.0
507,Madden NFL 13,X360,Sports,Electronic Arts,2.86,81.0,36.0,5.8,179.0,EA Tiburon,E,4.0
508,The Elder Scrolls III: Morrowind,XB,Role-Playing,Ubisoft,2.86,87.0,34.0,8.7,111.0,Bethesda Softworks,T,14.0
509,Assassin's Creed IV: Black Flag,PS4,Action,Ubisoft,2.85,83.0,29.0,7.8,1530.0,Ubisoft,M,3.0
513,Mortal Kombat,PS3,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,60.0,8.4,494.0,NetherRealm Studios,M,5.0
514,Madden NFL 10,X360,Sports,Electronic Arts,2.83,85.0,58.0,6.1,90.0,EA Tiburon,E,7.0
516,BioShock,X360,Shooter,Take-Two Interactive,2.83,96.0,88.0,8.9,2249.0,"Irrational Games, 2K Marin",M,9.0
517,Metroid Prime,GC,Shooter,Nintendo,2.82,97.0,70.0,9.3,747.0,Retro Studios,T,14.0
518,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,2.82,90.0,59.0,8.2,791.0,Ubisoft Montreal,M,6.0
522,Medal of Honor,PS3,Shooter,Electronic Arts,2.81,75.0,56.0,7.5,286.0,"EA DICE, Danger Close",M,6.0
529,inFAMOUS: Second Son,PS4,Action,Sony Computer Entertainment,2.79,80.0,90.0,7.9,2944.0,Sucker Punch,T,2.0
533,NBA Street,PS2,Sports,Electronic Arts,2.79,89.0,22.0,8.6,39.0,NuFX,E,15.0
534,Jak II,PS2,Platform,Sony Computer Entertainment,2.78,87.0,47.0,8.2,241.0,Naughty Dog,T,13.0
536,Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,2.78,89.0,59.0,7.2,301.0,Criterion Games,E10+,6.0
537,Skylanders: Spyro's Adventure,Wii,Action,Activision,2.78,81.0,11.0,5.6,31.0,Toys for Bob,E10+,5.0
538,Battlefield 3,PC,Shooter,Electronic Arts,2.78,89.0,61.0,7.5,4926.0,EA DICE,M,5.0
539,Mortal Kombat X,PS4,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,81.0,7.7,836.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,1.0
540,The Sims,PS2,Simulation,Electronic Arts,2.77,83.0,33.0,7.7,46.0,Edge of Reality,T,13.0
541,Killzone 3,PS3,Shooter,Sony Computer Entertainment,2.77,84.0,85.0,7.9,942.0,Guerrilla,M,5.0
542,Star Wars: The Force Unleashed,X360,Action,LucasArts,2.77,73.0,74.0,6.7,389.0,LucasArts,T,8.0
544,Yoshi's Island DS,DS,Platform,Nintendo,2.76,81.0,42.0,7.4,67.0,Artoon,E,10.0
545,Saints Row: The Third,X360,Action,THQ,2.76,84.0,70.0,7.6,490.0,Volition Inc.,M,5.0
548,Tekken 6,PS3,Fighting,Namco Bandai Games,2.75,79.0,63.0,7.4,211.0,Namco Bandai Games,T,7.0
551,Sonic and the Secret Rings,Wii,Platform,Sega,2.73,69.0,44.0,6.6,174.0,Sonic Team,E,9.0
553,The Legend of Zelda: A Link to the Past,GBA,Action,Nintendo,2.7,95.0,30.0,9.1,314.0,Capcom,E,14.0
554,Onimusha: Warlords,PS2,Action,Virgin Interactive,2.7,86.0,23.0,8.2,56.0,Capcom,M,15.0
556,L.A. Noire,X360,Adventure,Take-Two Interactive,2.7,89.0,83.0,7.8,893.0,Team Bondi,M,5.0
557,Call of Duty 3,X360,Shooter,Activision,2.7,82.0,71.0,6.5,233.0,Treyarch,T,10.0
558,Madden NFL 12,X360,Sports,Electronic Arts,2.69,78.0,55.0,5.9,94.0,EA Tiburon,E,5.0
559,LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,2.69,84.0,32.0,9,41.0,Traveller's Tales,E10+,10.0
560,Killzone: Shadow Fall,PS4,Shooter,Sony Computer Entertainment,2.69,73.0,88.0,6.8,2102.0,Guerrilla,M,3.0
561,Madden NFL 11,X360,Sports,Electronic Arts,2.69,84.0,47.0,5.7,120.0,EA Tiburon,E,6.0
562,Burnout 3: Takedown,PS2,Racing,Electronic Arts,2.68,93.0,52.0,9.1,271.0,Criterion Games,T,12.0
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,Nintendo,2.67,79.0,51.0,7.7,18.0,Nintendo,E,6.0
566,Professor Layton and the Last Specter,DS,Puzzle,Nintendo,2.67,83.0,58.0,8.7,52.0,Level 5,E10+,7.0
567,Call Of Duty 2: Big Red One,PS2,Shooter,Activision,2.67,77.0,39.0,8.2,69.0,Treyarch,T,11.0
568,Medal of Honor,PS,Shooter,Electronic Arts,2.67,92.0,17.0,8.6,80.0,Dreamworks Interactive,T,18.0
569,Fable,XB,Role-Playing,Microsoft Game Studios,2.66,85.0,87.0,8.5,268.0,Big Blue Box,M,12.0
570,Guitar Hero: World Tour,X360,Misc,Activision,2.66,85.0,67.0,6.3,171.0,Neversoft Entertainment,T,8.0
571,FIFA 17,XOne,Sports,Electronic Arts,2.65,84.0,50.0,5.5,201.0,"EA Sports, EA Vancouver",E,0.0
573,Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,2.65,89.0,24.0,7.7,102.0,Ubisoft Shanghai,T,13.0
575,Need for Speed: Shift,PS3,Racing,Electronic Arts,2.65,84.0,55.0,6.9,113.0,Slightly Mad Studios,E,7.0
577,Medal of Honor Heroes,PSP,Shooter,Electronic Arts,2.65,71.0,24.0,7.9,47.0,Team Fusion,T,10.0
578,Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,2.63,79.0,53.0,6.6,707.0,Square Enix,T,5.0
579,Midnight Club: Street Racing,PS2,Racing,Take-Two Interactive,2.63,78.0,18.0,7.8,21.0,Angel Studios,T,16.0
580,Skate 3,X360,Sports,Electronic Arts,2.63,80.0,65.0,8,127.0,EA Black Box,T,6.0
581,ESPN NFL 2K5,PS2,Sports,Sega,2.62,90.0,37.0,8.2,84.0,Visual Concepts,E,12.0
582,Halo Wars,X360,Strategy,Microsoft Game Studios,2.62,82.0,92.0,7.2,454.0,Ensemble Studios,T,7.0
583,NBA 2K12,X360,Sports,Take-Two Interactive,2.62,90.0,42.0,7.7,134.0,Visual Concepts,E,5.0
585,FIFA Soccer 10,X360,Sports,Electronic Arts,2.62,90.0,63.0,7.5,133.0,EA Sports,E,7.0
586,Medal of Honor,X360,Shooter,Electronic Arts,2.61,74.0,71.0,6.7,288.0,"Dice, Danger Close",M,6.0
587,Harry Potter and the Chamber of Secrets,PS2,Action,Electronic Arts,2.61,71.0,16.0,7.6,49.0,Electronic Arts,E,14.0
589,God of War Collection,PS3,Action,Sony Computer Entertainment,2.6,91.0,50.0,8.7,529.0,Bluepoint Games,M,7.0
590,NBA Live 2005,PS2,Sports,Electronic Arts,2.59,84.0,21.0,8.1,44.0,EA Canada,E,12.0
591,Mario Strikers Charged,Wii,Sports,Nintendo,2.58,79.0,47.0,8,124.0,Next Level Games,E10+,9.0
592,FIFA Soccer 09,PS3,Sports,Electronic Arts,2.58,87.0,42.0,7.5,108.0,EA Canada,E,8.0
593,Style Savvy,DS,Simulation,Nintendo,2.58,73.0,4.0,7.7,7.0,syn Sophia,E,8.0
594,WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,2.58,80.0,27.0,8.6,57.0,Yuke's,T,10.0
595,LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,2.57,80.0,24.0,7.4,114.0,Traveller's Tales,E10+,9.0
597,Madden NFL 08,PS2,Sports,Electronic Arts,2.57,78.0,11.0,7.8,17.0,EA Tiburon,E,9.0
598,Monster Hunter Freedom 2,PSP,Role-Playing,Capcom,2.57,72.0,38.0,8.7,83.0,Capcom,T,9.0
601,Sonic Adventure 2 Battle,GC,Platform,Sega,2.56,73.0,28.0,8.3,179.0,Sonic Team,E,15.0
604,Madden NFL 13,PS3,Sports,Electronic Arts,2.56,83.0,22.0,5.5,101.0,EA Tiburon,E,4.0
605,Dragon Age: Origins,X360,Role-Playing,Electronic Arts,2.56,86.0,68.0,7.9,725.0,BioWare,M,7.0
606,Pokémon Colosseum,GC,Role-Playing,Nintendo,2.54,73.0,37.0,8,89.0,Genius Sonority Inc.,E,13.0
607,LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,2.54,87.0,68.0,7.8,98.0,"SCE/WWS, Media Molecule",E10+,7.0
608,Madden NFL 09,X360,Sports,Electronic Arts,2.53,83.0,50.0,7,125.0,EA Tiburon,E,8.0
610,Crazy Taxi,PS2,Racing,Acclaim Entertainment,2.52,80.0,15.0,7.9,46.0,Acclaim Studios Cheltenham,T,15.0
611,Art Academy,DS,Misc,Nintendo,2.52,75.0,15.0,8,5.0,Headstrong Games,E,6.0
612,NBA 2K14,X360,Sports,Take-Two Interactive,2.52,87.0,23.0,4.9,150.0,Visual Concepts,E,3.0
614,Skylanders Giants,Wii,Action,Activision,2.52,78.0,8.0,7,20.0,Toys for Bob,E10+,4.0
616,Deca Sports,Wii,Sports,Konami Digital Entertainment,2.5,50.0,23.0,5.4,16.0,CAProduction,E,8.0
619,Marvel: Ultimate Alliance,X360,Role-Playing,Activision,2.5,82.0,68.0,7.5,120.0,Raven Software,T,10.0
621,Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,2.49,79.0,31.0,8.8,96.0,Midway,M,14.0
622,Game Party,Wii,Misc,Midway Games,2.48,25.0,8.0,4.3,26.0,Midway,E,9.0
623,Bloodborne,PS4,Action,Sony Computer Entertainment,2.48,92.0,100.0,8.6,6383.0,From Software,M,1.0
625,Mario Party 4,GC,Misc,Nintendo,2.47,70.0,26.0,7.4,74.0,Hudson,E,14.0
626,Pure,X360,Racing,Disney Interactive Studios,2.47,85.0,55.0,7.7,83.0,Black Rock Studio,E,8.0
628,NBA 2K13,PS3,Sports,Take-Two Interactive,2.47,90.0,26.0,8,99.0,Visual Concepts,E,4.0
629,Saints Row: The Third,PS3,Action,THQ,2.47,82.0,50.0,7.7,384.0,Volition Inc.,M,5.0
630,Resistance 2,PS3,Shooter,Sony Computer Entertainment,2.46,87.0,79.0,6.1,1889.0,Insomniac Games,M,8.0
631,NBA 2K15,PS4,Sports,Take-Two Interactive,2.45,83.0,50.0,7,291.0,Visual Concepts,E,2.0
633,Final Fantasy Tactics,PS,Role-Playing,SquareSoft,2.45,83.0,12.0,8.2,190.0,SquareSoft,T,19.0
634,Midnight Club: Los Angeles,PS3,Racing,Take-Two Interactive,2.45,82.0,50.0,8.2,100.0,Rockstar San Diego,T,8.0
636,The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,2.43,81.0,26.0,8.4,42.0,Maxis,T,13.0
638,LEGO Harry Potter: Years 1-4,Wii,Action,Warner Bros. Interactive Entertainment,2.43,79.0,13.0,8,34.0,Traveller's Tales,E10+,6.0
640,Call of Duty: Infinite Warfare,XOne,Shooter,Activision,2.42,78.0,17.0,3.1,290.0,Infinity Ward,M,0.0
641,Madden NFL 16,XOne,Sports,Electronic Arts,2.42,84.0,23.0,6.1,124.0,EA Sports,E,1.0
